"","TB_USCH","TB_USJP","M3_USCH","M3_USJP","M3_USUK","UN_USCH","UN_USJP","UN_USUK","M1_USCH","M1_USJP","M1_USUK","CPI_USCH","CPI_USJP","CPI_USUK","EX_UKUS","EX_JPUS","EX_CHUS","T_CH","T_JP","T_US","T_UK","rwPred1_JPUS","rwPred1_UKUS","rwPred1_CHUS","rwPred3_JPUS","rwPred3_UKUS","rwPred3_CHUS","rwPred6_JPUS","rwPred6_UKUS","rwPred6_CHUS","rwPred12_JPUS","rwPred12_UKUS","rwPred12_CHUS","strPred1_JPUS","strPred1_UKUS","strPred1_CHUS","strPred3_JPUS","strPred3_UKUS","strPred3_CHUS","strPred6_JPUS","strPred6_UKUS","strPred6_CHUS","strPred12_JPUS","strPred12_UKUS","strPred12_CHUS","varPred1_JPUS","varPred1_UKUS","varPred1_CHUS","varPred3_JPUS","varPred3_UKUS","varPred3_CHUS","varPred6_JPUS","varPred6_UKUS","varPred6_CHUS","varPred12_JPUS","varPred12_UKUS","varPred12_CHUS"
"1991-01-01",-0.465496581551087,-0.180117901052944,0.000946249239390573,-0.000341166830576611,0.00401441347871279,0.250095086934914,0.303906427622415,-0.0460935723775859,0.0441826019760498,0.0177659875602092,0.0232709548085535,-0.391771014273953,-0.584367867072821,-0.115617867072811,-0.00851230366007203,-0.0104270033105642,-0.0129041009201512,30991569.0643795,223933183.40698,-704271093.75,-316033529.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-02-01",0.33478104102012,0.140403199424801,-0.00541062777484358,-0.0254243072396709,-0.0123021680768747,0.292223812095458,0.343788278970457,0.125038278970457,-0.00111146026234699,-0.0154135298002944,-0.019388052001474,-0.686395932329309,-0.120425090816265,-0.10167509081627,-0.022692068862473,-0.0263073252342099,-0.0128654253389903,12531963.9491129,-770704429.810699,-2076548437.5,183753692.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-03-01",0.952795861351266,0.233956246561831,0.0771927063850795,0.0299583193504231,0.0623813198548966,-0.0257755632643421,0.0320790800481576,-0.386670919951843,0.0898961275433205,0.0328859797313021,0.0703302708981777,-0.108100422260727,-0.405390040587857,-0.286640040587848,0.0653230391140948,0.0463632098126479,0.0847923357992097,-15140901.8527806,-391501420.711383,-608385156.25,-696630912.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-04-01",0.339276645539204,-0.0962352771740989,0.0301035631362141,0.00147142912843568,0.0429358945400002,-0.26237938726004,-0.0293274696350389,-0.410577469635039,0.0382399342725455,0.0304616540799287,0.0487428290288294,-0.0397368914944876,-0.208114607812928,-0.801864607812939,0.0419945209114078,-0.00138355861429401,0.0305615577191308,32571132.7601097,-80066787.9615331,86021875,117904629.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-05-01",0.151720076647483,-0.0496951465489195,0.0106795531651362,0.00503044735508262,0.0135421805018479,0.0748130381766033,0.235812357176602,0.0733123571766024,0.0038061888074008,0.0194532059382817,0.00937464453065573,-0.599501032598898,-0.144915633688657,-0.12616563368865,0.0140160432847625,0.0124245045078854,0.017069057231195,90893864.3102036,117344027.322174,-1047553125,-135981260.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-06-01",0.475360341208043,0.326458597908537,0.0443181264975188,0.00342668877948049,0.0435308951017839,-0.181888029010661,-0.14033979163566,-0.28408979163566,0.0564670138892003,-0.00252876016788361,0.0638781024102166,-0.185947391188545,0.116506358193664,-0.227243641806342,0.0463326541724849,0.0167406776642593,0.0491472181869658,-32126582.2511206,-298491335.849443,-423019531.25,-243889124.21875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-07-01",0.325347565577359,-0.11579823582306,0.0131399529035021,-0.015268316675537,0.00749976249570738,-0.193246811938656,-0.205385887563656,-0.424135887563656,0.0312048467291015,-0.0121574262525441,0.021275503729995,-0.257264628211489,-0.207910824961906,-0.0204108249619006,0.00557850906497578,-0.0119407460306357,0.0164255157676529,-106120172.83505,-895580132.590516,461607812.5,674023081.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-08-01",-0.0926302239760139,-0.247716321854166,-0.0153327280883964,-0.023181609276772,-0.0200836570423599,0.0206065071677265,0.0659401119177263,-0.190309888082272,-0.0028263956726966,0.00923858047005877,-0.00713672310535407,-0.216271223470057,-0.0158216499239088,-0.340821649923906,-0.0187501524105301,-0.007677605274373,-0.0107506385711891,53565418.1780486,258766603.517733,-69023437.5,-9011739.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-09-01",0.0232911935762045,0.243058540598937,-0.0236951004096813,-0.0138493520160579,-0.0349019296635844,0.0112698115788277,0.112712740578827,-0.0372872594211725,-0.0196512156364632,-0.0176648185662236,-0.0289757866414848,-0.0464824996736861,0.185154466768308,0.0226544667682989,-0.0224552076219823,-0.00739423870218636,-0.0147271968302699,-13733911.0832723,160584855.770451,-398647656.25,-291379079.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-10-01",-0.441073023621609,-0.179055900956106,0.00252247167362984,-0.0209966906779744,0.0117445384709909,0.0602525760920363,0.177925246717037,0.0591752467170358,0.022569619252236,0.00327217318427109,0.0331196412825139,0.0694841679824543,-0.816899658041475,-0.273149658041477,0.00413973969409441,-0.0173846458232287,0.00644639876907054,-75837940.4954213,-388072118.982841,7518750,-190040610.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-11-01",-0.855468425550944,-0.300244287160324,-0.034227812305027,-0.0256370373700543,-0.0325811962627565,0.0658348332178247,0.051591756280324,-0.142158243719677,-0.0294786704505172,-0.010031110312722,-0.0232983354504666,-0.677166910710847,-0.316390200913812,0.146109799086191,-0.0344561069716615,-0.0103361042796069,-0.0370248305000929,-64911444.1811292,-502581232.377074,1529646093.75,-475743734.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991-12-01",-0.719866987234067,0.0733801012665238,-0.0485039470123803,-0.0242956287691756,-0.0306136811689794,0.233475320063033,0.132168956563033,0.138418956563034,-0.0550217292264881,-0.0484303591971869,-0.0252258235588001,0.316099707802901,0.416710141044755,0.122960141044747,-0.020393041313689,-0.0196671337005642,-0.0298241032780841,-93669209.1090103,-447037461.03708,-706735156.25,746994563.28125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-01-01",0.00883653751407665,0.245172301208522,0.0241167115480285,-0.0265973438274081,0.0102153535005187,0.182989990348305,0.278253615035805,0.028253615035805,0.0672244782425822,0.0237590139205135,0.0387472810727598,-0.394662922227351,-0.0375142658544187,-0.168764265854403,0.00808453711441173,-0.0293445862186434,0.00812346645733396,57443826.9717415,-284528863.786265,-617333593.75,254504470.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-02-01",0.269507148810885,0.208704882013309,0.0292989885369823,0.00970621150431961,0.0175765952155769,0.135380662561067,0.469889236436067,0.151139236436068,0.0375014941379954,0.0380430758907022,0.0232029391672239,-0.364031888247607,-0.0938518914254614,-0.0751018914254664,0.00983903109195608,0.0153101764924881,0.025925680862935,19559979.7002993,405733075.489754,-206785937.5,-1201907.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-03-01",0.0480185548234019,0.141555957132848,0.0218573745612956,0.033558836081844,0.0213760151921853,-0.365997369593173,-0.153831455280672,-0.272581455280673,0.0360653880653363,0.0218474254192578,0.0255950191109615,-0.130603310338132,-0.294434708269851,-0.0756847082698546,0.0207398387269333,0.034852266135575,0.0279801545617059,-17923619.8193553,423803214.141942,72102343.75,51510387.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-04-01",0.233288586808458,-0.34951611477837,-0.00878616482071726,-0.00200448080476501,-0.0184055352654449,-0.358017422542669,-0.0663192719176699,-0.347569271917669,0.0179740448152819,0.0462802490184551,-0.0118003657745502,0.0189009756972185,-0.608114607812934,-0.301864607812932,-0.0170155368414544,0.0056938534771272,0.00318906363400894,75430614.4988812,-1065993049.5291,-188840625,-185973707.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-05-01",-0.20040512467576,0.0434620440427928,-0.0202968307936724,-0.0337517764156023,-0.0238199888107569,0.0400092223639022,0.140133641363903,0.177633641363902,-0.00183690590255914,-0.00585329192425221,-0.0150474716634719,-0.225613325490702,0.0707022333840377,-0.110547766615959,-0.0305675866732927,-0.0165815337185773,-0.0140810140834989,-51005374.9918098,587005277.749405,-523465625,-193063273.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-06-01",-0.259115019375149,0.176057942458003,-0.0511282479952087,-0.0109964823689916,-0.0277799149626232,0.0532216430788995,0.1604017524539,0.216651752453899,-0.0529948153676971,-0.020188583143987,-0.0102824226185887,-0.146439752545557,-0.0413025753426375,0.114947424657356,-0.0224930877994656,-0.0247936344569047,-0.0443443878797057,-64829450.9361906,-298211007.365144,-522457031.25,268528588.28125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-07-01",-0.973487621849941,-0.495081489873315,-0.0568329635706584,-0.0206442175636308,-0.0291186873084446,-0.343449839474184,-0.268171790099186,-0.386921790099186,-0.0220632940809955,0.00373672304485462,-0.00806878648706255,0.0692704010239122,0.534280241501599,0.0217802415016015,-0.0266400359831027,-0.00567295919263089,-0.0609964852721923,-73378717.1557023,-516785376.570115,726157812.5,865514518.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-08-01",-0.321548056371303,0.387242638304865,-0.0224650569635763,0.00217928650771548,-0.00791519331220081,-0.150278369061243,-0.0291519643112419,-0.285401964311242,-0.0090788967485067,0.0175746421816296,0.0114246420616946,-0.0129270263950452,-0.115821649923804,0.159178350076194,-0.0123941775433331,0.00247454013809278,-0.0214594819139535,105997530.392463,-287990324.794065,-267310937.5,-835272326.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-09-01",0.875095158399572,-0.0413085017239195,-0.00979166242500429,-0.0271818213662292,0.0431000638661119,-0.158897425519503,-0.016278324519503,-0.0662783245195032,-0.0247034213091075,-0.0100369058505789,0.0524083087817044,-0.072027992978192,-0.299227666159001,-0.0617276661589967,0.0535567948587771,-0.0180401936154799,-0.00264494240315772,-104813508.121868,-228521429.25761,-885847656.25,-363724292.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-10-01",1.2202598787883,0.111725338359949,0.0410276681686002,-0.0106501277273228,0.103829119673803,-0.388306525548894,-0.190395646923894,-0.309145646923894,0.0626061260840434,0.0299491430160541,0.11575664315518,0.14527101121246,0.20967354134942,-0.0465764586505784,0.112929130382412,-0.00251511084896999,0.0384492333964404,-32252128.346278,717207320.816537,880356250,30218452.34375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-11-01",0.755264392607393,0.215975629837732,0.0636980316479374,0.0195127769174119,0.0797154449332471,-0.0549680094581455,-0.133943715395645,-0.027693715395645,0.0792522500365129,0.0299126453083203,0.0860845004283664,-0.59239370472235,-0.000772333841109418,0.16172766615889,0.0771647978634043,0.0205795515935216,0.073940157684125,280121.6774562,-246997273.056151,611833593.75,-310800096.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992-12-01",0.236948292574516,-0.0431218586024711,-0.0152827382803644,-0.0210273681986999,-0.0169551854587835,-0.0898427353539862,-0.114307071853986,-0.308057071853987,-0.0285980877664356,-0.0403682877701992,0.00461728277496443,0.126368186361705,-0.0676719918824467,0.138578008117552,-0.00972276308934882,-0.00600751050559156,8.94079915900077e-05,-84177852.2025963,-538072462.807756,-1000310156.25,-419735886.71875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993-01-01",0.613597097202209,-0.28839957691736,0.0317037924134309,-0.0120380195126408,0.0132847322869041,-0.129011415028287,0.150549265659213,-0.0994507343407871,0.0558224228093238,0.0405290400502938,0.0343615938656552,-0.233599470130056,0.0734410664635949,0.0421910664635905,0.0100734984141882,-0.00135593180305804,0.0332202544747703,43493247.6824158,-221685569.027217,966116406.25,342752632.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993-02-01",-0.126025126854237,0.0565446825729464,0.0125534330891699,-0.0417595062811953,0.0531725574716764,-0.199301708362781,0.0598084635122189,0.0410584635122183,0.00975159031402506,-0.0289376258861114,0.0404930395056096,-0.32268722256659,-0.293851891425471,-0.0751018914254664,0.0550460272623715,-0.0368252024648865,0.0163962619991567,50882485.4321757,-543556445.41909,665589062.5,230326529.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993-03-01",-0.0239850410381649,0.0648113364578364,-0.0228435830730982,-0.0418878995718268,-0.0207038254531255,-0.399519544174053,-0.181610494861553,-0.100360494861552,-0.0379691000690758,-0.0427304030023508,-0.0178669837632601,-0.432541869168149,-0.0788168411970567,-0.160066841197051,-0.0254099607103589,-0.0362671716733194,-0.00612736174767962,-35371358.3628905,242409880.557469,-1202522656.25,234560637.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993-04-01",-0.147371798824984,0.0357621443744413,-0.0443837218718115,-0.0476066216088824,-0.0514959138544606,-0.206526973276019,0.10311847034898,-0.17813152965102,-0.0267862178057436,-0.01353728593093,-0.0476743710334651,-0.0279066959400778,-0.223732474885719,0.0825175251142687,-0.0533961453966946,-0.0395444824598127,-0.0441512891727463,30894919.3670872,423487355.04042,-816340625,-34591020.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993-05-01",0.0749480287772959,0.0503365614249849,0.0074932976744575,-0.0120455304445171,0.00724495259369151,-0.182905268606797,-0.198270744606798,0.139229255393202,0.00671880421291071,-0.00752856978287242,0.0111160744456456,-0.0542714898322001,0.0707022333840306,0.0894522333840371,-0.00283738635102123,-0.0142035810353099,-0.0015398620560551,111850664.757206,345236018.027603,1001909375,-288222185.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993-06-01",0.238673173866694,0.0461529701471303,0.0122369794504387,-0.0266920818796204,0.0264692678196483,-0.19552645298129,-0.0765563526062896,0.0796936473937109,0.0120696724400344,-0.00579898477655716,0.0463640322421974,0.0862682173822513,-0.167875774733435,-0.0116257747334414,0.0282480222912321,-0.0211605543058858,0.0188355226855513,-99112018.2763644,-1033948460.35101,-1237457031.25,124769375.78125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993-07-01",0.147871950770882,-0.155081558065196,0.0230644415327474,-0.00413824863595624,0.00524108685380287,-0.290163401982115,-0.231396862607115,-0.250146862607116,0.0535058432627389,0.00893772521815928,0.0154172063638705,-0.259056815992489,-0.692292957889108,-0.104792957889097,0.0150042000505835,0.00447511889970265,0.0297408840511678,7575349.99211723,392326408.739791,-81592187.5,-192818343.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993-08-01",-0.0688481315991169,0.0220487959394053,-0.0109560623204465,-0.0360299680227205,0.00214993961074206,-0.236728760322794,-0.142523295572794,-0.198773295572794,-0.00225904756481432,-0.023406398388359,-0.00085503689551536,-0.223526417207166,-0.0158216499237951,-0.0408216499238092,0.00366361054284401,-0.0374374471732537,-0.00451991906146461,94343367.7767653,174796995.01163,252439062.5,80293485.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
