"","TB_USCH","TB_USJP","M3_USCH","M3_USJP","M3_USUK","UN_USCH","UN_USJP","UN_USUK","M1_USCH","M1_USJP","M1_USUK","CPI_USCH","CPI_USJP","CPI_USUK","T_USCH","T_USJP","T_USUK","EX_UKUS","EX_JPUS","EX_CHUS"
"1987-07-01",-0.128418483566547,5.67413774610946,2.91419154249826,-0.0676136657586994,2.05131100110084,5.33707473358862,3.34148446358862,-3.25851553641138,-18.3338295758329,-20.7966710498812,-19.2653586476994,-21.4597175509976,-37.786566364438,1.7944597730257,10.4441273062934,9.8691064764477,10.5933080053249,-0.475612868010246,5.01259271043964,0.429507102588402
"1987-08-01",-0.384108305128872,6.02381911068909,2.91422385111895,-0.0832965880991594,2.05672786337385,5.28783683026024,3.28457712026024,-3.11542287973976,-18.3477604740397,-20.8158813098818,-19.2683441934334,-21.4767028861602,-37.6334199656565,1.9114009443145,11.4873772084808,10.7424631630483,11.5758943473769,-0.469753597990526,4.99270415447404,0.429442017489613
"1987-09-01",-0.100765187304544,6.38336252800246,2.88318181078319,-0.111592393628055,2.02753453996258,5.2363336961939,3.2235764961939,-3.0764235038061,-18.3951921288741,-20.8551880001373,-19.3093756415195,-21.0577802797927,-38.080273566875,2.0283421156032,12.4313277151243,11.6496026485425,12.5273282824342,-0.497497193554658,4.96487752755823,0.407396574957912
"1987-10-01",0.192918340026774,6.11336589450181,2.87113545008857,-0.113366674222693,2.00278043882299,5.31608564282095,3.29413308282095,-2.80586691717905,-18.4077646253259,-20.8060366219393,-19.3415222735693,-21.2380123278947,-37.9537003674842,1.9279066025061,13.5855564408367,12.660972513159,13.695203685264,-0.508021696433256,4.96507989243675,0.401457086710626
"1987-11-01",-0.44381555153707,5.67239257179237,2.78986367766526,-0.173149461717426,1.93811679454626,5.19348548694844,3.16311239694844,-2.73688760305156,-18.5255138240302,-20.8773181267191,-19.4143829574507,-21.4500512008825,-37.5115093010206,1.7430889564818,14.5241852456473,13.4370791612789,14.5647974039937,-0.574025749652082,4.90821415793044,0.323893454414353
"1987-12-01",-0.401076368009623,5.75141011745,2.73464374121079,-0.254359036100048,1.90289546291956,5.06416384431172,3.02696567431172,-2.77303432568828,-18.578282647311,-20.9966322136769,-19.4120283622086,-21.4450818901036,-37.4115093010206,1.7884906989794,15.4148076078361,14.3645597607949,15.502650824844,-0.603660014058409,4.85391754438495,0.285479648896581
"1988-01-01",-0.28683647705332,5.7913290958317,2.75192720219357,-0.24754592793618,1.92175885543265,5.07801803190024,3.03711183190024,-2.56288816809976,-18.5721510757036,-20.9577372921318,-19.3992784559964,-21.4976026511864,-37.0849361016298,1.9150638983702,16.2091986407014,14.9787625913778,16.1046281912069,-0.58828653994377,4.84956864286504,0.297582897129043
"1988-02-01",-0.670842196033344,5.64154320199123,2.78252184391518,-0.233962267391817,1.94508249562488,5.05432856915058,3.01272492915058,-2.38727507084942,-18.575666200728,-20.9677226573861,-19.4017533716443,-21.7145082128372,-36.7583629022391,1.9416370977609,17.0699826388471,15.7412326566262,16.8660508566364,-0.564290558434941,4.86110226980188,0.33045416429565
"1988-03-01",-0.142891149101925,5.68124516673629,2.77731047581549,-0.248184198016123,1.88064040910109,5.0041876872916,3.0623306972916,-2.3376693027084,-18.5806304198367,-21.024932827041,-19.4755113283011,-21.6671425913625,-36.8474075699212,1.95259243007879,17.680855294801,16.4539949184477,17.3526463073492,-0.605953968857568,4.84508353492227,0.326638327562193
"1988-04-01",0.245527743615713,5.8909123634081,2.76923614523071,-0.263816330915194,1.86379728628878,4.81083334598542,2.96673910598542,-2.33326089401458,-18.5605600628115,-21.0187787590083,-19.4755252201333,-21.5492608319841,-37.0942611711396,1.6057388288604,18.3229370384315,17.1570794562032,17.8696594140916,-0.630313871388376,4.82749420157462,0.323748778488175
"1988-05-01",1.19303096874779,6.24089546114943,2.78485139682904,-0.266819658409425,1.85726206646855,4.9571579893301,3.1077208993301,-2.0922791006699,-18.561726310669,-21.0536851196897,-19.5119821380374,-21.2081608683156,-36.9254969052853,1.5745030947147,18.9427325648819,17.7769846715691,18.3125329059775,-0.625671015435031,4.82660908520814,0.344369542081578
"1988-06-01",-0.177500854467154,6.44129689994548,2.83268659994226,-0.256565435599352,1.8912894124342,4.71363342831898,2.95496818831898,-2.14503181168102,-18.4986680563023,-20.9934520856506,-19.4592974208142,-21.1073254628594,-36.6145415729674,1.5854584270326,19.8367535229417,18.5895863422103,19.0747895096419,-0.574813993598081,4.84784573974758,0.380420767001903
"1988-07-01",0.0429114254057232,6.71207808512158,2.88098119539094,-0.219007870986982,1.91589118575478,4.76609914741343,2.89413745741343,-1.90586254258657,-18.4220881171866,-20.9394761397522,-19.4158623193015,-20.7348675302253,-36.2035862406494,1.7964137593506,20.6297482144887,19.3863098665528,19.6291881227908,-0.533623760041969,4.89051076929247,0.428074250969023
"1988-08-01",-0.195161962492897,7.04217784625552,2.91648801115383,-0.205720524834799,1.91581185896389,4.91163455363371,3.02284294363371,-1.67715705636629,-18.3851882273936,-20.9239208394153,-19.4114185828948,-20.7706881711904,-36.2926309083315,1.7073690916685,21.4620497828111,20.1321431026701,20.3352307443859,-0.528567305242148,4.89609275236354,0.459763881515543
"1988-09-01",0.014676478051256,7.22225102294859,2.90843704706272,-0.207062637115765,1.90298731685769,4.82264233781067,3.01481108781067,-1.68518891218933,-18.4183519130884,-20.9316876021589,-19.4353297413947,-20.4515460893638,-36.5551023766228,1.8448976233772,22.1785958012115,20.9150545738098,20.9908535393406,-0.521171915820135,4.90020714483122,0.455143766338712
"1988-10-01",-0.131134530314859,7.33147349443,2.88605176601482,-0.252131857517028,1.86827744278474,4.77648917680721,2.94880101680721,-1.65119898319279,-18.4441111080185,-20.9486347438238,-19.4751013493967,-20.3961814954852,-36.8863381107684,1.7136618892316,22.974990602963,21.7478608307871,21.4848102853752,-0.5531952201325,4.85733258797099,0.429962579708552
"1988-11-01",-0.812402044293016,7.74064966477817,2.84121118650506,-0.296840524049532,1.83022321393817,4.8120681672202,2.9648166672202,-1.4351833327798,-18.5113722760328,-21.0171680556588,-19.4888766015903,-20.6151774035636,-36.4441470443048,1.4558529556952,23.8252669512403,22.5565828107717,22.10895859137,-0.592497772410016,4.81382528473389,0.383560272720115
"1988-12-01",-0.383273869856071,8.05071316003223,2.85046302902847,-0.317548571913076,1.81069202054407,4.77185332786663,3.00530173786663,-1.29469826213337,-18.4701493405305,-21.0830980864471,-19.4920798389853,-20.6599973508894,-36.1597649113777,1.5402350886223,24.6399750516208,23.4767114873303,22.9033242675157,-0.602018247148843,4.81711203180638,0.391974517925665
"1989-01-01",0.388573532236379,8.25128177446265,2.89730777076849,-0.273871905795232,1.84109737670347,4.87882817326746,3.09389191326746,-1.10610808673254,-18.3948061265251,-21.0072871874653,-19.4587529140298,-20.7989295725675,-35.7066185125961,1.5933814874039,25.2074316437076,23.980779863101,23.1975189902755,-0.573067760229404,4.8470373513004,0.44590302888154
"1989-02-01",0.582096569250317,8.51133671109636,2.89805604676203,-0.282045216342372,1.83566263245959,4.61718518649886,2.81633849649886,-1.18366150350114,-18.3979893003548,-21.0362695313124,-19.495486317122,-20.9493425200953,-35.1956631802782,1.60433681972179,25.7803743732905,24.6554538084838,23.5392252373898,-0.561556760172348,4.84997659408256,0.453620149995212
"1989-03-01",1.12912476722533,8.80173885334706,2.91512711622159,-0.261212978171873,1.83847044209626,4.52567837591924,2.71232583591924,-1.18767416408076,-18.3841523343002,-21.0618628687851,-19.5106580902708,-20.8481063338763,-35.4003257150331,1.5996742849669,26.2248807500962,25.2260560237513,23.8117755082537,-0.538479700547807,4.87175935910061,0.476855104194837
"1989-04-01",1.22392677151011,8.63194438659007,2.93807981272269,-0.258806414356659,1.8452005215579,4.75907394968357,2.93594127968357,-0.76405872031643,-18.3218963879981,-21.022673974756,-19.4702447840238,-20.8918233251292,-36.5627971833244,1.4372028166756,26.6790568736171,25.8407149660274,23.9854600378774,-0.531098728605547,4.88307839951462,0.498894732898026
"1989-05-01",0.755043377674957,8.4127075457191,2.9726352797512,-0.215817687180259,1.8655274441571,4.71079881291741,2.87944469291741,-0.72055530708259,-18.2969683969593,-21.000117009122,-19.4932619018713,-20.6467752849671,-36.7674597180793,1.3325402819207,27.2964343811542,26.3983320264309,24.417144584417,-0.489009370485094,4.92626479056498,0.547543206701154
