"","TB_USCH","TB_USJP","TB_USUK","M3_USCH","M3_USJP","M3_USUK","UN_USCH","UN_USJP","UN_USUK","M1_USCH","M1_USJP","M1_USUK","CPI_USCH","CPI_USJP","CPI_USUK","T_USCH","T_USJP","T_USUK","EX_UKUS","EX_JPUS","EX_CHUS"
"1994-08-01",3.19713768115942,4.46370028537008,-3.77077,2.65036006893189,-0.745565082260018,1.65219366691612,1.44819875080173,2.88160225380173,-3.01839774619827,-18.2792965834935,-21.0841028259792,-19.5057323228912,-25.7298731021631,-34.7353109692554,-2.23531096925539,1.08758405116912,0.923596825108441,1.13481380688694,-0.433209968416723,4.60457400830949,0.27641888017307
"1994-09-01",2.98630597014925,4.6035078557884,-3.946567,2.62136659954557,-0.762344324458848,1.62982351285444,1.24378259816655,2.58664890816655,-3.11335109183345,-18.3239473821328,-21.097850390985,-19.5229119529861,-25.5969872601328,-34.866546703401,-2.166546703401,1.06960185781243,1.15115922730301,1.12513300919616,-0.448588452490251,4.59283744945888,0.254021870959146
"1994-10-01",2.70619230769231,4.93343721086291,-3.772752,2.60038692526993,-0.758844061658582,1.61194171043501,1.07053122140264,2.36190260440264,-2.93809739559736,-18.3446725611865,-21.0810770691208,-19.5363560342552,-25.4818467114341,-35.3243556369374,-2.02435563693739,1.19898066019003,1.10186669376016,1.18771016923255,-0.473995650515273,4.58856304767438,0.234914006913125
"1994-11-01",2.57376409103926,5.27338501081147,-3.800224,2.61997636224815,-0.756811428369726,1.61843140894447,0.8590141611714,2.4241627261714,-2.9758372738286,-18.3550596948261,-21.0742998054372,-19.5321950106623,-25.3912032469255,-34.9399735040103,-2.03997350401031,1.14602298268192,1.02502365733801,1.17806943219556,-0.463230744958307,4.58541635750123,0.258973908315037
"1994-12-01",2.83302715793785,5.58373965886223,-3.627504,2.64288151020301,-0.755817010416568,1.63930557076277,0.61836826195018,2.35704550795018,-3.04295449204982,-18.3219375420976,-21.1370712865797,-19.4830748673989,-25.3762953145886,-34.6399735040103,-2.3399735040103,0.741592262293427,0.997048914549152,0.710417090058294,-0.443852140512868,4.60699252452013,0.284351532355325
"1995-01-01",2.44,5.69367179199326,-3.910806,2.61374312288344,-0.743188478565649,1.63411378854743,1.61130165172518,3.14487866372518,-2.05512133627482,-18.3670899243072,-21.1160167298097,-19.5061464469274,-25.7516673431296,-34.3868271052288,-2.0868271052288,0.979813377413918,0.696677378299908,0.956550553217235,-0.45400127176823,4.60282744390961,0.251769880102533
"1995-02-01",2.28532258064516,5.75341761946643,-3.96068,2.60248497610718,-0.764011194986779,1.62491605289372,1.34915344633697,2.71469641033697,-2.28530358966303,-18.3872333252017,-21.1189151617983,-19.542765444731,-26.2935112827655,-33.8336807064472,-2.0336807064472,0.705350497777107,0.918071284526729,0.74854675393692,-0.452348694007015,4.58738089057841,0.240197305880037
"1995-03-01",1.74285714285714,5.71200389749844,-4.047222,2.52908551643269,-0.850954097517825,1.58713542507904,1.31440852054261,2.35357492654261,-2.24642507345739,-18.4611428778474,-21.2374827758624,-19.60988791972,-26.137715300094,-33.5227253741293,-2.1227253741293,0.74470169995446,1.07413433143021,0.840732578773371,-0.470128621433887,4.50556640184263,0.157772683872542
"1995-04-01",1.75428571428571,5.63953273708171,-4.974253,2.50523351955376,-0.928111909389536,1.5949078941149,1.35139480862553,2.37763132162553,-2.22236867837447,-18.4754734957658,-21.3221688797563,-19.5716452119669,-26.0024922640474,-33.6117700418114,-2.3117700418114,0.831135363939903,0.979607009504128,0.723299538678016,-0.474555752592958,4.42711352159749,0.129623767793506
"1995-05-01",1.42218784641861,5.65970776394122,-3.981392,2.52492377518587,-0.898992115055528,1.59830770218345,1.30167009991533,2.29744359491533,-2.20255640508467,-18.4902087719062,-21.3261936973068,-19.6003598636453,-25.706266794663,-33.6851968424206,-2.48519684242061,0.93258056339908,0.858976603105638,0.860223493866048,-0.462097457674638,4.44397626063743,0.156405279164136
"1995-06-01",1.237,5.45964973326795,-5.087576,2.53497348474444,-0.905233496199834,1.59625681169073,1.80311403722225,2.74379530522225,-1.65620469477775,-18.5024022135132,-21.3138751514205,-19.5990246697363,-25.7580918522368,-33.4586236430298,-2.4586236430298,1.04711368017413,1.11996508563041,0.924996828268087,-0.466748336525063,4.438353800345,0.147384986913058
"1995-07-01",0.624212430020699,5.41140702770118,-5.10832,2.54090923535306,-0.864564487934242,1.58995217036107,1.87722778941526,2.81133758741526,-1.88866241258474,-18.486665818098,-21.3074522616908,-19.6107832017372,-25.6973668745179,-32.9586236430298,-2.25862364302979,1.23660676634905,1.13373648477394,1.09485988138157,-0.466999120225437,4.47046095712958,0.144619689609943
"1995-08-01",0.86804347826087,5.39207289976704,-4.909544,2.57996800540603,-0.773405023302725,1.60724715066751,1.59171304623103,2.21538580223103,-2.18461419776897,-18.4698187279005,-21.2244859480113,-19.6373065822268,-25.8138410473758,-32.8898593771755,-2.38985937717551,1.07121654830113,0.896704577779266,1.01569272561606,-0.449035322809539,4.5511183534883,0.17914986562832
"1995-09-01",0.177969547492734,5.27628029101253,-4.91586,2.57080235107838,-0.722403045308301,1.60752802493334,1.48399279687881,2.04504330487881,-2.15495669512119,-18.4930137272824,-21.1818884356382,-19.6568851845483,-25.7645903237055,-33.3632861777847,-2.5632861777847,0.99609273941441,1.05325243659455,0.94653357170529,-0.444044590075639,4.61061036136337,0.17126060943453
"1995-10-01",-0.708028709994082,5.27629111752397,-5.023687,2.53022356061265,-0.709552165321341,1.59689627402317,1.1752795526866,1.9165682676866,-2.1834317323134,-18.5627742522244,-21.1834717147258,-19.6585705694521,-25.455540796611,-32.8523308454668,-2.2523308454668,1.10402502412469,0.887918367928654,0.990018470743826,-0.456094849059486,4.61352518557083,0.135666611421533
"1995-11-01",-0.576176470588235,5.3563311752011,-4.39,2.52582098535539,-0.695615599422251,1.60185481696188,1.13209886006807,1.93182076006807,-1.96817923993193,-18.6023748504852,-21.1808517176193,-19.6527068580263,-25.4304473951275,-32.5945219119304,-2.29452191193039,0.940065477467519,0.826529706474689,0.956692164624625,-0.446287102628419,4.6243844049119,0.134268620805034
